,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
348,348,348,349,1,3,"Coutts, Master. William Loch ""William""",0,-2.025883484179407,0.4327933656785018,0.7676298785983874,C.A. 37671,-0.32828012727224753,,S
349,349,349,350,0,3,"Dimic, Mr. Jovan",0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,315088,-0.47400492578514347,,S
350,350,350,351,0,3,"Odahl, Mr. Nils Martin",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,7267,-0.4626791642426904,,S
351,351,351,352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,113510,0.05629239799149171,C128,S
352,352,352,353,0,3,"Elias, Mr. Tannous",0,-1.1036853643239128,0.4327933656785018,0.7676298785983874,2695,-0.5028639729296732,,C
353,353,353,354,0,3,"Arnold-Franchi, Mr. Josef",0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,349237,-0.29002422161773944,,S
354,354,354,355,0,3,"Yousif, Mr. Wazli",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2647,-0.5029485386158568,,C
355,355,355,356,0,3,"Vanden Steen, Mr. Leo Peter",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,345783,-0.45714212526638004,,S
356,356,356,357,1,1,"Bowerman, Miss. Elsie Edith",1,-0.5657364610748746,-0.47454519624983954,0.7676298785983874,113505,0.4589861417231558,E33,S
357,357,357,358,0,2,"Funk, Miss. Annie Clemmer",1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,237671,-0.3866707201133388,,S
358,358,358,359,1,3,"McGovern, Miss. Mary",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330931,-0.48977642625839407,,Q
359,359,359,360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330980,-0.48977642625839407,,Q
360,360,360,361,0,3,"Skoog, Mr. Wilhelm",0,0.8175607187083667,0.4327933656785018,4.491540342288931,347088,-0.08666388103324908,,S
361,361,361,362,0,2,"del Carlo, Mr. Sebastiano",0,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,SC/PARIS 2167,-0.09027201697708476,,C
362,362,362,363,0,3,"Barbara, Mrs. (Catherine David)",1,1.2018099353148226,-0.47454519624983954,0.7676298785983874,2691,-0.3573908580066095,,C
363,363,363,364,0,3,"Asim, Mr. Adola",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101310,-0.5064721088735089,,S
364,364,364,365,0,3,"O'Brien, Mr. Thomas",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,370365,-0.3363340021468808,,Q
365,365,365,366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,C 7076,-0.5024451714361923,,S
366,366,366,367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,2.3545575851341902,0.4327933656785018,-0.4736736092984604,110813,0.8667135572514657,D37,C
367,367,367,368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2626,-0.5028639729296732,,C
368,368,368,369,1,3,"Jermyn, Miss. Annie",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,14313,-0.49237782784290063,,Q
369,369,369,370,1,1,"Aubart, Mme. Leontine Pauline",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,PC 17477,0.7469121684912956,B35,C
370,370,370,371,1,1,"Harder, Mr. George Achilles",0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,11765,0.4678796330534696,E50,C
371,371,371,372,0,3,"Wiklund, Mr. Jakob Alfred",0,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,3101267,-0.5176307525123133,,S
372,372,372,373,0,3,"Beavan, Mr. William Thomas",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,323951,-0.4863374216869257,,S
373,373,373,374,0,1,"Ringhini, Mr. Sante",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,PC 17760,2.0825124140450755,,C
374,374,374,375,0,3,"Palsson, Miss. Stina Viola",1,-2.025883484179407,2.2474704895351842,0.7676298785983874,349909,-0.22408312108167944,,S
375,375,375,376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,PC 17604,1.0060617003323709,,C
376,376,376,377,1,3,"Landergren, Miss. Aurora Adelia",1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,C 7077,-0.5024451714361923,,S
377,377,377,378,0,1,"Widener, Mr. Harry Elkins",0,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,113503,3.610064686423428,C82,C
378,378,378,379,0,3,"Betros, Mr. Tannous",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,2648,-0.5676312212027554,,C
379,379,379,380,0,3,"Gustafsson, Mr. Karl Gideon",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,347069,-0.4918744606632361,,S
380,380,380,381,1,1,"Bidois, Miss. Rosalie",1,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,PC 17757,3.9327230485884233,,C
381,381,381,382,1,3,"Nakid, Miss. Maria (""Mary"")",1,-2.1795831708219895,-0.47454519624983954,2.0089333664952354,2653,-0.33146744825388363,,C
382,382,382,383,0,3,"Tikkanen, Mr. Juho",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101293,-0.4888542575852486,,S
383,383,383,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,113789,0.39858208016340624,,S
384,384,384,385,0,3,"Plotcharsky, Mr. Vasil",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349227,-0.4894421904510968,,S
385,385,385,386,0,2,"Davies, Mr. Charles Henry",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,S.O.C. 14879,0.8314778546749452,,S
386,386,386,387,0,3,"Goodwin, Master. Sidney Leonard",0,-2.1795831708219895,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,,S
387,387,387,388,1,2,"Buss, Miss. Kate",1,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,27849,-0.3866707201133388,,S
388,388,388,389,0,3,"Sadlier, Mr. Matthew",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,367655,-0.49279662933638163,,Q
389,389,389,390,1,2,"Lehmann, Miss. Bertha",1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,SC 1748,-0.40680540729992204,,C
390,390,390,391,1,1,"Carter, Mr. William Ernest",0,0.5101613454232019,0.4327933656785018,2.0089333664952354,113760,1.7677408088510642,B96 B98,S
391,391,391,392,1,3,"Jansson, Mr. Carl Olof",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,350034,-0.49145565916975514,,S
392,392,392,393,0,3,"Gustafsson, Mr. Johan Birger",0,-0.10463740114712752,1.340131927606843,-0.4736736092984604,3101277,-0.4888542575852486,,S
393,393,393,394,1,1,"Newell, Miss. Marjorie",1,-0.48888661775358344,0.4327933656785018,-0.4736736092984604,35273,1.6323350375212924,D36,C
394,394,394,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,-0.41203677443229225,-0.47454519624983954,2.0089333664952354,PP 9549,-0.312172377522981,G6,S
395,395,395,396,0,3,"Johansson, Mr. Erik",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,350052,-0.49145565916975514,,S
396,396,396,397,0,3,"Olsson, Miss. Elina",1,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,350407,-0.4902797934380587,,S
397,397,397,398,0,2,"McKane, Mr. Peter David",0,1.2786597786361138,-0.47454519624983954,-0.4736736092984604,28403,-0.12491978668775715,,S
398,398,398,399,0,2,"Pain, Dr. Alfred",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,244278,-0.43700743807979686,,S
399,399,399,400,1,2,"Trout, Mrs. William H (Jessie L)",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,240929,-0.393717860628643,,S
400,400,400,401,1,3,"Niskanen, Mr. Juha",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101289,-0.4888542575852486,,S
401,401,401,402,0,3,"Adams, Mr. John",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,341826,-0.4863374216869257,,S
402,402,402,403,0,3,"Jussila, Miss. Mari Aina",1,-0.6425863043961658,0.4327933656785018,-0.4736736092984604,4137,-0.4505983519307405,,S
403,403,403,404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,STON/O2. 3101279,-0.32928686163157667,,S
404,404,404,405,0,3,"Oreskovic, Miss. Marija",1,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,315096,-0.47400492578514347,,S
405,405,405,406,0,2,"Gale, Mr. Shadrach",0,0.35646165878061953,0.4327933656785018,-0.4736736092984604,28664,-0.22559322262067316,,S
406,406,406,407,0,3,"Widegren, Mr. Carl/Charles Peter",0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,347064,-0.49237782784290063,,S
407,407,407,408,1,2,"Richards, Master. William Rowe",0,-2.025883484179407,0.4327933656785018,0.7676298785983874,29106,-0.2708962687904854,,S
408,408,408,409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,312992,-0.4918744606632361,,S
409,409,409,410,0,3,"Lefebre, Miss. Ida",1,-0.10463740114712752,2.2474704895351842,0.7676298785983874,4133,-0.13565761536436197,,S
410,410,410,411,0,3,"Sdycoff, Mr. Todor",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349222,-0.4894421904510968,,S
411,411,411,412,0,3,"Hart, Mr. Henry",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,394140,-0.5103319284071769,,Q
412,412,412,413,1,1,"Minahan, Miss. Daisy E",1,0.27961181545932834,0.4327933656785018,-0.4736736092984604,19928,1.163700193253568,C78,Q
413,413,413,414,0,2,"Cunningham, Mr. Alfred Fleming",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,239853,-0.6484216535389205,,S
414,414,414,415,1,3,"Sundman, Mr. Johan Julian",0,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101269,-0.4888542575852486,,S
415,415,415,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,343095,-0.4863374216869257,,S
416,416,416,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,0.35646165878061953,0.4327933656785018,0.7676298785983874,28220,0.005955680025033696,,S
417,417,417,418,1,2,"Silven, Miss. Lyyli Karoliina",1,-0.8731358343600393,-0.47454519624983954,2.0089333664952354,250652,-0.3866707201133388,,S
418,418,418,419,0,2,"Matthews, Mr. William John",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,28228,-0.3866707201133388,,S
419,419,419,420,0,3,"Van Impe, Miss. Catharina",1,-1.4879345809303688,-0.47454519624983954,2.0089333664952354,345773,-0.1621689579829361,,S
420,420,420,421,0,3,"Gheorgheff, Mr. Stanio",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349254,-0.4894421904510968,,C
421,421,421,422,0,3,"Charters, Mr. David",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,A/5. 13032,-0.49271407711891657,,Q
422,422,422,423,0,3,"Zimmerman, Mr. Leo",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,315082,-0.4898609919445778,,S
423,423,423,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,-0.10463740114712752,0.4327933656785018,0.7676298785983874,347080,-0.35848215805212236,,S
424,424,424,425,0,3,"Rosblom, Mr. Viktor Richard",0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,370129,-0.2414492887801075,,S
425,425,425,426,0,3,"Wiseman, Mr. Phillippe",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,A/4. 34244,-0.5024451714361923,,S
426,426,426,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2003,-0.12491978668775715,,S
427,427,427,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,250655,-0.12491978668775715,,S
428,428,428,429,0,3,"Flynn, Mr. James",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,364851,-0.49237782784290063,,Q
429,429,429,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 392078,-0.4863374216869257,E10,S
430,430,430,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,110564,-0.11384570873513637,C52,S
431,431,431,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,376564,-0.32425318983493084,,S
432,432,432,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,0.9712604053509489,0.4327933656785018,-0.4736736092984604,SC/AH 3085,-0.12491978668775715,,S
433,433,433,434,0,3,"Kallio, Mr. Nikolai Erland",0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101274,-0.5049620073345151,,S
434,434,434,435,0,1,"Silvey, Mr. William Baird",0,1.5860591519212783,0.4327933656785018,-0.4736736092984604,13507,0.4771073601910807,E44,S
435,435,435,436,1,1,"Carter, Miss. Lucile Polk",1,-1.180535207645204,0.4327933656785018,2.0089333664952354,113760,1.7677408088510642,B96 B98,S
436,436,436,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,-0.6425863043961658,1.340131927606843,2.0089333664952354,W./C. 6608,0.04370821849987721,,S
437,437,437,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,-0.41203677443229225,1.340131927606843,3.250236854392083,29106,-0.2708962687904854,,S
438,438,438,439,0,1,"Fortune, Mr. Mark",0,2.661956958419355,0.4327933656785018,4.491540342288931,19950,4.647001076532463,C23 C25 C27,S
439,439,439,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,C.A. 18723,-0.43700743807979686,,S
440,440,440,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,1.2018099353148226,0.4327933656785018,0.7676298785983874,F.C.C. 13529,-0.11988611489111134,,S
441,441,441,442,0,3,"Hampe, Mr. Leon",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,345769,-0.45714212526638004,,S
442,442,442,443,0,3,"Petterson, Mr. Johan Emil",0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,347076,-0.4918744606632361,,S
443,443,443,444,1,2,"Reynaldo, Ms. Encarnacion",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,230434,-0.3866707201133388,,S
444,444,444,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,65306,-0.48507900373776425,,S
445,445,445,446,1,1,"Dodge, Master. Washington",0,-1.949033640858116,-0.47454519624983954,2.0089333664952354,33638,0.9997696105865636,A34,S
446,446,446,447,1,2,"Mellinger, Miss. Madeleine Violet",1,-1.2573850509664952,-0.47454519624983954,0.7676298785983874,250644,-0.255795253400548,,S
447,447,447,448,1,1,"Seward, Mr. Frederic Kimber",0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,113794,-0.11384570873513637,,S
448,448,448,449,1,3,"Baclini, Miss. Marie Catherine",1,-1.8721837975368247,1.340131927606843,0.7676298785983874,2666,-0.26066180729354516,,C
449,449,449,450,1,1,"Peuchen, Major. Arthur Godfrey",0,1.7397588385638607,-0.47454519624983954,-0.4736736092984604,113786,-0.034313694348132716,C104,S
450,450,450,451,0,2,"West, Mr. Edwy Arthur",0,0.5101613454232019,0.4327933656785018,2.0089333664952354,C.A. 34651,-0.08968408411123653,,S
451,451,451,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,65303,-0.2463983948905696,,S
452,452,452,453,0,1,"Foreman, Mr. Benjamin Laventall",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,113051,-0.08968408411123653,C111,C
453,453,453,454,1,1,"Goldenberg, Mr. Samuel L",0,1.5092093085999871,0.4327933656785018,-0.4736736092984604,17453,1.145663540471827,C92,C
454,454,454,455,0,3,"Peduzzi, Mr. Joseph",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,A/5 2817,-0.4863374216869257,,S
455,455,455,456,1,3,"Jalsevac, Mr. Ivan",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,349240,-0.4894421904510968,,C
456,456,456,457,0,1,"Millet, Mr. Francis Davis",0,2.738806801740646,-0.47454519624983954,-0.4736736092984604,13509,-0.11384570873513637,E38,S
457,457,457,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,17464,0.395813560675251,D21,S
458,458,458,459,1,2,"Toomey, Miss. Ellen",1,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,F.C.C. 13531,-0.43700743807979686,,S
459,459,459,460,0,3,"O'Connor, Mr. Maurice",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,371060,-0.49237782784290063,,Q
460,460,460,461,1,1,"Anderson, Mr. Harry",0,1.432359465278696,-0.47454519624983954,-0.4736736092984604,19952,-0.11384570873513637,E12,S
461,461,461,462,0,3,"Morley, Mr. William",0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,364506,-0.4863374216869257,,S
462,462,462,463,0,1,"Gee, Mr. Arthur H",0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,111320,0.12676380314453292,E63,S
463,463,463,464,0,2,"Milling, Mr. Jacob Christian",0,1.432359465278696,-0.47454519624983954,-0.4736736092984604,234360,-0.3866707201133388,,S
464,464,464,465,0,3,"Maisner, Mr. Simon",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,A/S 2816,-0.4863374216869257,,S
465,465,465,466,0,3,"Goncalves, Mr. Manuel Estanslas",0,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101306,-0.5064721088735089,,S
466,466,466,467,0,2,"Campbell, Mr. William",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,239853,-0.6484216535389205,,S
467,467,467,468,0,1,"Smart, Mr. John Montgomery",0,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,113792,-0.11384570873513637,,S
468,468,468,469,0,3,"Scanlan, Mr. James",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,36209,-0.4928811950225652,,Q
469,469,469,470,1,3,"Baclini, Miss. Helene Barbara",1,-2.1987956316523123,1.340131927606843,0.7676298785983874,2666,-0.26066180729354516,,C
470,470,470,471,0,3,"Keefe, Mr. Arthur",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,323592,-0.5024451714361923,,S
471,471,471,472,0,3,"Cacic, Mr. Luka",0,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,315089,-0.47400492578514347,,S
472,472,472,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,0.27961181545932834,0.4327933656785018,2.0089333664952354,C.A. 34651,-0.08968408411123653,,S
473,473,473,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,SC/AH Basle 541,-0.3707300882677209,D,C
474,474,474,475,0,3,"Strandberg, Miss. Ida Sofia",1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,7553,-0.45034666834090825,,S
475,475,475,476,0,1,"Clifford, Mr. George Quincy",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,110465,0.39858208016340624,A14,S
476,476,476,477,0,2,"Renouf, Mr. Peter Henry",0,0.35646165878061953,0.4327933656785018,-0.4736736092984604,31027,-0.22559322262067316,,S
477,477,477,478,0,3,"Braund, Mr. Lewis Richard",0,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,3460,-0.5065566745596926,,S
478,478,478,479,0,3,"Karlsson, Mr. Nils August",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,350060,-0.4969926981460655,,S
479,479,479,480,1,3,"Hirvonen, Miss. Hildur E",1,-2.1027333275006983,-0.47454519624983954,0.7676298785983874,3101298,-0.4010166847337793,,S
480,480,480,481,0,3,"Goodwin, Master. Harold Victor",0,-1.56478442425166,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,,S
481,481,481,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,239854,-0.6484216535389205,,S
482,482,482,483,0,3,"Rouse, Mr. Richard Henry",0,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,A/5 3594,-0.4863374216869257,,S
483,483,483,484,1,3,"Turkula, Mrs. (Hedwig)",1,2.585107115098064,-0.47454519624983954,-0.4736736092984604,4134,-0.455380340137554,,S
484,484,484,485,1,1,"Bishop, Mr. Dickinson H",0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,11967,1.1854295476653287,B49,C
485,485,485,486,0,3,"Lefebre, Miss. Jeannie",1,-0.10463740114712752,2.2474704895351842,0.7676298785983874,4133,-0.13565761536436197,,S
486,486,486,487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,19943,1.163700193253568,C93,S
487,487,487,488,0,1,"Kent, Mr. Edward Austin",0,2.200857898491608,-0.47454519624983954,-0.4736736092984604,11771,-0.05042144409739929,B37,C
488,488,488,489,0,3,"Somerton, Mr. Francis William",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,A.5. 18509,-0.4863374216869257,,S
489,489,489,490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,-1.56478442425166,0.4327933656785018,0.7676298785983874,C.A. 37671,-0.32828012727224753,,S
490,490,490,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,65304,-0.2463983948905696,,S
491,491,491,492,0,3,"Windelov, Mr. Einar",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 3101317,-0.5024451714361923,,S
492,492,492,493,0,1,"Molson, Mr. Harry Markland",0,1.9703083685277343,-0.47454519624983954,-0.4736736092984604,113787,-0.034313694348132716,C30,S
493,493,493,494,0,1,"Artagaveytia, Mr. Ramon",0,3.1999058616683933,-0.47454519624983954,-0.4736736092984604,PC 17609,0.3483299278831318,,C
494,494,494,495,0,3,"Stanley, Mr. Edward Roland",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,A/4 45380,-0.4863374216869257,,S
495,495,495,496,0,3,"Yousseff, Mr. Gerious",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2627,-0.3573083057891445,,C
496,496,496,497,1,1,"Eustis, Miss. Elizabeth Mussey",1,1.893458525206443,0.4327933656785018,-0.4736736092984604,36947,0.9274538680872313,D20,C
497,497,497,498,0,3,"Shellard, Mr. Frederick William",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,C.A. 6212,-0.3443878770215141,,S
498,498,498,499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,-0.33518693111100106,0.4327933656785018,2.0089333664952354,113781,2.4029901895877646,C22 C26,S
499,499,499,500,0,3,"Svensson, Mr. Olof",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,350035,-0.49145565916975514,,S
500,500,500,501,0,3,"Calic, Mr. Petar",0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,315086,-0.47400492578514347,,S
501,501,501,502,0,3,"Canavan, Miss. Mary",1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,364846,-0.49237782784290063,,Q
502,502,502,503,0,3,"O'Sullivan, Miss. Bridget Mary",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330909,-0.4948100980550399,,Q
503,503,503,504,0,3,"Laitinen, Miss. Kristina Sofia",1,0.5870111887444931,-0.47454519624983954,-0.4736736092984604,4135,-0.455380340137554,,S
504,504,504,505,1,1,"Maioni, Miss. Roberta",1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,110152,1.093228788100527,B79,S
505,505,505,506,0,1,"Penasco y Castellana, Mr. Victor de Satode",0,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,PC 17758,1.5442457810799908,C65,C
506,506,506,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,0.27961181545932834,-0.47454519624983954,2.0089333664952354,26360,-0.12491978668775715,,S
507,507,507,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,111427,-0.11384570873513637,,S
508,508,508,509,0,3,"Olsen, Mr. Henry Margido",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,C 4001,-0.1948878246611338,,S
509,509,509,510,1,3,"Lang, Mr. Fang",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
510,510,510,511,1,3,"Daly, Mr. Eugene Patrick",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,382651,-0.49237782784290063,,Q
511,511,511,512,0,3,"Webber, Mr. James",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 3101316,-0.4863374216869257,,S
512,512,512,513,1,1,"McGough, Mr. James Robert",0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,PC 17473,-0.11913106412161445,E25,S
513,513,513,514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,1.893458525206443,0.4327933656785018,-0.4736736092984604,PC 17603,0.5475787653441219,,C
514,514,514,515,0,3,"Coleff, Mr. Satio",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,349209,-0.4974960653257301,,S
515,515,515,516,0,1,"Walker, Mr. William Anderson",0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,36967,0.036576512298389464,D46,S
516,516,516,517,1,2,"Lemore, Mrs. (Amelia Milley)",1,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,C.A. 34260,-0.43700743807979686,F33,S
517,517,517,518,0,3,"Ryan, Mr. Patrick",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,371110,-0.1621689579829361,,Q
518,518,518,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,0.5101613454232019,0.4327933656785018,-0.4736736092984604,226875,-0.12491978668775715,,S
519,519,519,520,0,3,"Pavlovic, Mr. Stefo",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,349242,-0.4894421904510968,,S
520,520,520,521,1,1,"Perreault, Miss. Anne",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,12749,1.2341715984066093,B73,S
521,521,521,522,0,3,"Vovk, Mr. Janko",0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,349252,-0.4894421904510968,,S
522,522,522,523,0,3,"Lahoud, Mr. Sarkis",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2624,-0.5029485386158568,,C
